         0       1000         10
         1       1324          8
         2       1763          8
         3       2365          7
         4       3124          9
         5       4147          9
         6       5437          9
         7       6918          9
         8       8239         10
         9       9236         10
        10       9744         13
        11       9927         15
        12       9980         17
        13      10003         20
        14      10022         23
        15      10032         28
        16      10041         33
        17      10048         35
        18      10059         39
        19      10075         47
        20      10084         54
        21      10091         64
        22      10099         76
        23      10120         83
        24      10143         95
        25      10161        111
        26      10172        131
        27      10187        158
        28      10193        181
        29      10188        203
        30      10188        232
        31      10186        271
        32      10151        316
        33      10121        350
        34      10071        378
        35      10008        421
        36       9938        450
        37       9855        493
        38       9740        538
        39       9588        567
        40       9419        590
        41       9283        597
        42       9125        599
        43       8942        621
        44       8764        623
        45       8579        608
        46       8423        576
        47       8256        562
        48       8112        562
        49       7974        560
        50       7848        583
        51       7713        587
        52       7606        574
        53       7506        566
        54       7404        575
        55       7320        570
        56       7237        571
        57       7141        594
        58       7068        590
        59       7011        593
        60       6969        603
        61       6963        584
        62       6942        583
        63       6953        594
        64       7004        593
        65       7051        603
        66       7078        605
        67       7114        601
        68       7161        593
        69       7200        622
        70       7253        637
        71       7310        677
        72       7322        680
        73       7362        698
        74       7384        705
        75       7428        732
        76       7464        774
        77       7451        828
        78       7480        874
        79       7490        935
        80       7430        989
        81       7373       1034
        82       7352       1087
        83       7240       1155
        84       7135       1203
        85       7023       1239
        86       6851       1297
        87       6675       1367
        88       6411       1383
        89       6208       1383
        90       6018       1363
        91       5775       1317
        92       5594       1277
        93       5400       1226
        94       5217       1224
        95       5050       1208
        96       4882       1181
        97       4768       1159
        98       4616       1172
        99       4522       1148
       100       4461       1137
       101       4379       1103
       102       4376       1049
       103       4366        988
       104       4461        929
       105       4484        879
       106       4509        851
       107       4606        823
       108       4681        795
       109       4743        758
       110       4917        747
       111       5044        756
       112       5183        751
       113       5359        798
       114       5482        850
       115       5638        891
       116       5796        923
       117       5926        960
       118       6032        990
       119       6087       1033
       120       6168       1071
       121       6191       1084
       122       6230       1081
       123       6284       1063
       124       6270       1016
       125       6276       1018
       126       6289       1033
       127       6216       1078
       128       6138       1082
       129       6036       1107
       130       5918       1116
       131       5796       1136
       132       5666       1151
       133       5555       1158
       134       5437       1151
       135       5298       1143
       136       5197       1140
       137       5100       1121
       138       5028       1140
       139       4941       1130
       140       4840       1129
       141       4787       1136
       142       4679       1136
       143       4628       1130
       144       4556       1097
       145       4567       1051
       146       4634        977
       147       4688        904
       148       4805        857
       149       4904        840
       150       5029        831
       151       5162        843
       152       5274        871
       153       5373        892
       154       5451        926
       155       5574        962
       156       5633       1003
       157       5674       1059
       158       5701       1097
       159       5739       1094
       160       5820       1102
       161       5872       1094
       162       5901       1092
       163       5940       1116
       164       5932       1098
       165       5941       1096
       166       5950       1085
       167       5830       1104
       168       5749       1138
       169       5614       1163
       170       5446       1159
       171       5355       1150
       172       5221       1108
       173       5147       1029
       174       5113        964
       175       5108        909
       176       5135        898
       177       5151        851
       178       5227        841
       179       5290        844
       180       5362        855
       181       5389        854
       182       5474        868
       183       5572        856
       184       5592        853
       185       5668        881
       186       5768        891
       187       5818        880
       188       5880        894
       189       5971        877
       190       6055        852
       191       6155        836
       192       6220        838
       193       6252        842
       194       6272        868
       195       6263        873
       196       6308        877
       197       6311        898
       198       6348        913
       199       6356        946
       200       6338        965
       201       6344        991
       202       6356        967
       203       6372        954
       204       6406        966
       205       6395        990
       206       6430        991
       207       6402       1007
       208       6388       1013
       209       6376       1009
       210       6336       1016
       211       6315       1035
       212       6268       1026
       213       6264       1008
       214       6226        991
       215       6204        977
       216       6196        964
       217       6210        994
       218       6168        997
       219       6154       1035
       220       6142       1054
       221       6090       1092
       222       6067       1120
       223       6022       1137
       224       5973       1151
       225       5868       1166
       226       5795       1164
       227       5744       1135
       228       5627       1097
       229       5567       1098
       230       5508       1081
       231       5432       1066
       232       5374       1068
       233       5306       1067
       234       5206       1069
       235       5187       1055
       236       5123       1045
       237       5106       1002
       238       5090        979
       239       5161        954
       240       5184        946
       241       5254        926
       242       5372        906
       243       5478        882
       244       5574        875
       245       5676        859
       246       5745        876
       247       5792        908
       248       5886        885
       249       6011        883
       250       6118        889
       251       6197        906
       252       6257        954
       253       6319        984
       254       6309       1045
       255       6327       1108
       256       6341       1127
       257       6313       1154
       258       6268       1191
       259       6229       1212
       260       6195       1221
       261       6150       1193
       262       6114       1215
       263       6043       1225
       264       5936       1228
       265       5837       1225
       266       5750       1224
       267       5654       1197
       268       5593       1183
       269       5541       1164
       270       5431       1157
       271       5413       1149
       272       5311       1132
       273       5278       1120
       274       5279       1108
       275       5200       1094
       276       5146       1064
       277       5113       1026
       278       5137       1001
       279       5158        975
       280       5144        986
       281       5243        968
       282       5292        969
       283       5387        967
       284       5514        980
       285       5631       1024
       286       5694       1037
       287       5757       1044
       288       5771       1068
       289       5786       1081
       290       5724       1082
       291       5758       1103
       292       5741       1114
       293       5698       1119
       294       5682       1114
       295       5658       1086
       296       5632       1057
       297       5619       1037
       298       5667       1043
       299       5656       1038
       300       5672       1054
       301       5638       1072
       302       5592       1106
       303       5579       1140
       304       5590       1157
       305       5521       1164
       306       5514       1183
       307       5400       1182
       308       5342       1194
       309       5294       1173
       310       5243       1183
       311       5103       1157
       312       5064       1111
       313       5021       1066
